productid,country,company,cost,estimatedTime,tracked
32868589524,TJ,DHL,99.45 USD,7-15 days,true
32868589524,SD,China Post Registered Air Mail,2.21 USD,20-40 days,true
32868589524,SD,AliExpress Standard Shipping,5.41 USD,20-40 days,true
32868589524,SD,DHL,99.45 USD,7-15 days,true
32868589524,TM,China Post Registered Air Mail,2.21 USD,36-54 days,false
32868589524,TM,AliExpress Standard Shipping,5.19 USD,38-54 days,false
32868589524,TG,China Post Registered Air Mail,2.21 USD,20-36 days,true
32868589524,TG,AliExpress Standard Shipping,5.41 USD,20-40 days,true
32868589524,TG,DHL,99.45 USD,7-15 days,true
32868589524,TO,China Post Registered Air Mail,2.21 USD,20-40 days,true
32868589524,TO,AliExpress Standard Shipping,4.93 USD,20-40 days,true
32868589524,TO,DHL,99.45 USD,7-15 days,true
32868589524,UA,AliExpress Standard Shipping,0 USD,23 days,true
32868589524,UA,ePacket,0 USD,31 days,true
32868589524,UA,China Post Registered Air Mail,1.65 USD,41 days,true
32868589524,UA,EMS,39.24 USD,27 days,true
32868589524,UA,DHL,99.45 USD,10-20 days,true
32868589524,TT,China Post Registered Air Mail,2.21 USD,33-55 days,false
32868589524,TT,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,TT,DHL,99.45 USD,10-23 days,true
32868589524,TN,China Post Registered Air Mail,2.21 USD,25-48 days,false
32868589524,TN,AliExpress Standard Shipping,5.41 USD,25-43 days,false
32868589524,TN,EMS,52.14 USD,7-15 days,true
32868589524,TN,DHL,99.45 USD,15-23 days,true
32868589524,TC,China Post Registered Air Mail,2.31 USD,20-40 days,false
32868589524,TC,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,TC,DHL,99.45 USD,11-19 days,true
32868589524,TK,AliExpress Standard Shipping,5.01 USD,20-40 days,true
32868589524,UG,China Post Registered Air Mail,2.21 USD,26-47 days,false
32868589524,UG,AliExpress Standard Shipping,5.41 USD,25-36 days,false
32868589524,UG,EMS,52.14 USD,7-15 days,true
32868589524,UG,DHL,99.45 USD,12-23 days,true
32868589524,TV,China Post Registered Air Mail,2.21 USD,20-40 days,true
32868589524,TV,AliExpress Standard Shipping,4.93 USD,20-40 days,true
32868589524,TV,DHL,99.45 USD,7-15 days,true
32868589524,AE,Aliexpress Direct,0 USD,20 days,true
32868589524,AE,China Post Registered Air Mail,2.04 USD,36 days,true
32868589524,AE,AliExpress Standard Shipping,4.87 USD,20 days,true
32868589524,AE,EMS,39.24 USD,23 days,true
32868589524,AE,DHL,66.25 USD,7-15 days,true
32868589524,VU,China Post Registered Air Mail,2.21 USD,20-40 days,false
32868589524,VU,AliExpress Standard Shipping,4.93 USD,20-40 days,false
32868589524,VU,DHL,99.45 USD,7-15 days,true
32868589524,VE,China Post Registered Air Mail,2.25 USD,41-60 days,false
32868589524,VE,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,VE,DHL,99.45 USD,13-23 days,true
32868589524,UY,China Post Registered Air Mail,2.25 USD,33-57 days,false
32868589524,UY,AliExpress Standard Shipping,5.41 USD,34-57 days,false
32868589524,UY,DHL,99.45 USD,19-23 days,true
32868589524,UM,AliExpress Standard Shipping,5.19 USD,20-40 days,false
32868589524,UZ,China Post Registered Air Mail,2.21 USD,29-48 days,false
32868589524,UZ,AliExpress Standard Shipping,5.19 USD,31-50 days,false
32868589524,UZ,EMS,52.14 USD,5-17 days,false
32868589524,UZ,DHL,99.45 USD,12-23 days,true
32868589524,VN,China Post Registered Air Mail,1.62 USD,21-39 days,false
32868589524,VN,ePacket,3.01 USD,20-35 days,false
32868589524,VN,AliExpress Standard Shipping,3.73 USD,18-36 days,false
32868589524,VN,EMS,22.26 USD,13-26 days,true
32868589524,VN,DHL,39.36 USD,8-17 days,true
32868589524,YE,DHL,99.45 USD,7-15 days,true
32868589524,VG,China Post Registered Air Mail,2.31 USD,20-40 days,false
32868589524,VG,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,VG,DHL,99.45 USD,7-15 days,true
32868589524,EH,China Post Registered Air Mail,2.21 USD,20-40 days,true
32868589524,EH,AliExpress Standard Shipping,5.41 USD,20-40 days,true
32868589524,ZM,China Post Registered Air Mail,2.21 USD,37-60 days,false
32868589524,ZM,AliExpress Standard Shipping,5.41 USD,38-60 days,false
32868589524,ZM,DHL,99.45 USD,7-15 days,true
32868589524,WF,China Post Registered Air Mail,2.31 USD,20-40 days,false
32868589524,WF,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,VI,China Post Registered Air Mail,2.31 USD,29-53 days,false
32868589524,VI,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,VI,DHL,99.45 USD,7-15 days,true
32868589524,ZW,China Post Registered Air Mail,2.21 USD,34-56 days,false
32868589524,ZW,AliExpress Standard Shipping,5.41 USD,40-57 days,false
32868589524,ZW,DHL,99.45 USD,14-23 days,true
32868589524,LR,China Post Registered Air Mail,2.21 USD,4-48 days,false
32868589524,LR,AliExpress Standard Shipping,5.41 USD,20-40 days,false
32868589524,LR,DHL,99.45 USD,7-15 days,true
